Page_Category,Page_Popularity_Likes,Page_Checkins,Page_Talking_About,CC1_Min,CC1_Max,CC1_Avg,CC1_Median,CC1_Std,CC2_Min,CC2_Max,CC2_Avg,CC2_Median,CC2_Std,CC3_Min,CC3_Max,CC3_Avg,CC3_Median,CC3_Std,CC4_Min,CC4_Max,CC4_Avg,CC4_Median,CC4_Std,CC5_Min,CC5_Max,CC5_Avg,CC5_Median,CC5_Std,CC1,CC2,CC3,CC4,CC5,Base_Time,Post_Length,Post_Share_Count,Post_Promotion_Status,H_Local,Post_Published_Weekday_40,Post_Published_Weekday_41,Post_Published_Weekday_42,Post_Published_Weekday_43,Post_Published_Weekday_44,Post_Published_Weekday_45,Post_Published_Weekday_46,Base_DateTime_Weekday_47,Base_DateTime_Weekday_48,Base_DateTime_Weekday_49,Base_DateTime_Weekday_50,Base_DateTime_Weekday_51,Base_DateTime_Weekday_52,Base_DateTime_Weekday_53,Target_Variable,Category,CC2_per_hr,CC3_per_hr,CC4_per_hr,CC1_logNorm,CC2_logNorm,CC3_logNorm,CC4_logNorm,Page_Popularity_Likes_logNorm,Page_Checkins_logNorm,Page_Talking_About_logNorm,Post_Length_logNorm,Post_Share_Count_logNorm,CC2_per_hr_logNorm,CC3_per_hr_logNorm,CC4_per_hr_logNorm
9,410589,0,35208,0,69,6.189655172413794,1,12.211437398167742,0,38,4,1,8.584267887968888,0,25,1.4482758620689655,0,4.727660403351467,0,60,5.982758620689656,1,11.456802495657097,-22,38,2.5517241379310347,1,10.11174191786733,3,3,0,3,3,1,46,3,0,20,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Professional sports team,3,0,3,-0.39640191931185814,-0.27362336213759947,-0.2715433324645413,-0.3999508704883341,-0.1940255476723788,-0.22721127751447415,-0.40362429021100166,-0.42549283676983063,-0.12152343864691462,-0.06712019742458575,-0.26232014383079266,-0.12812102634508507
9,952756,8,443107,0,2369,83.03738317757009,18,238.54566855358243,0,2369,81.04672897196262,17.5,237.0719608870545,0,218,1.9906542056074767,0,17.328462528184854,0,2369,82.99065420560747,18,238.47290625029055,-163,2369,79.05607476635514,17,236.86017926019557,8,8,0,8,8,12,835,11,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Professional sports team,0.6666666666666666,0,0.6666666666666666,-0.3905052794930726,-0.2627614891268016,-0.2715433324645413,-0.39363690634101894,-0.19402542335566508,-0.2271044784323159,-0.4036014538711184,-0.4178304358996923,-0.12037228717928283,-0.149737896051342,-0.26232014383079266,-0.20929887066420427
9,1552629,0,64641,27,120,58.142857142857146,48,28.582854858056685,3,120,51.714285714285715,47,34.57378976588349,0,32,4.571428571428571,0,11.197667395580245,27,120,57.714285714285715,47,28.75370428664943,-29,120,47.142857142857146,47,42.02525965392233,120,120,0,120,120,18,186,72,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,23,Professional sports team,6.666666666666667,0,6.666666666666667,-0.37160993282356547,-0.22795541951316486,-0.2715433324645413,-0.3734042746916722,-0.19402535123393697,-0.22721127751447415,-0.4036188116554645,-0.4218167739984396,-0.11848038703662106,-0.005724461430375858,-0.26232014383079266,-0.06779529007746138
9,952756,8,443107,0,2369,83.03738317757009,18,238.54566855358243,0,2369,81.04672897196262,17.5,237.0719608870545,0,218,1.9906542056074767,0,17.328462528184854,0,2369,82.99065420560747,18,238.47290625029055,-163,2369,79.05607476635514,17,236.86017926019557,1620,1620,0,1620,1620,17,73,85,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,Professional sports team,95.29411764705883,0,95.29411764705883,-0.3527404579215662,-0.19319700684685276,-0.2715433324645413,-0.35319934583874724,-0.19402542335566508,-0.2271044784323159,-0.4036014538711184,-0.4242845266340155,-0.1183086615362992,0.23308038468536427,-0.26232014383079266,0.16684768525175708
10,519601,373,8078,0,31,10.75,5.5,11.188722000300125,0,14,4.875,3.5,4.313858481684349,0,22,5.875,0,9.116434335857413,0,28,10.25,5,10.556396165358708,-16,14,-1,1.5,8.845903006477066,2,2,0,2,2,30,53,11,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Travel/leisure,0.06666666666666667,0,0.06666666666666667,-0.3984937855780886,-0.27747667291079287,-0.2715433324645413,-0.40219078491618826,-0.19402551289709694,-0.22692332102237917,-0.4036375639340559,-0.4251232597284488,-0.12037228717928283,-0.1918538640725486,-0.26232014383079266,-0.25068084513459077
10,519601,373,8078,0,31,10.75,5.5,11.188722000300125,0,14,4.875,3.5,4.313858481684349,0,22,5.875,0,9.116434335857413,0,28,10.25,5,10.556396165358708,-16,14,-1,1.5,8.845903006477066,14,14,0,14,14,13,90,70,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Travel/leisure,1.0769230769230769,0,1.0769230769230769,-0.3867908356934462,-0.25591931831474773,-0.2715433324645413,-0.38965957930412887,-0.19402551289709694,-0.22692332102237917,-0.4036375639340559,-0.4237340482093723,-0.11850949510897914,-0.12897072790473543,-0.26232014383079266,-0.18889363097857315
11,9206441,0,2902472,0,2276,1157.5,1027,650.2701361741903,0,2276,1157.5,1027,650.2701361741903,0,0,0,0,0,0,2276,1157.5,1027,650.2701361741903,0,2276,1157.5,1027,650.2701361741903,0,0,0,0,0,32,96,1,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Arts/humanities website,0,0,0,-0.40648229166310457,-0.2921918566947842,-0.2715433324645413,-0.41074466349135746,-0.19402508836009438,-0.22721127751447415,-0.403584505870243,-0.4235640781548276,-0.12224973435871096,-0.1979443432200695,-0.26232014383079266,-0.2566651799234344
12,3946650,0,1672,0,2,0.5,0,0.7637626158259734,0,2,0.3333333333333333,0,0.74535599249993,0,1,0.16666666666666669,0,0.372677996249965,0,2,0.3333333333333333,0,0.74535599249993,-1,2,0.16666666666666669,0,0.8975274678557507,0,0,0,0,0,11,69,2,0,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Food/beverages,0,0,0,-0.40648229166310457,-0.2921918566947842,-0.2715433324645413,-0.41074466349135746,-0.19402521345531143,-0.22721127751447415,-0.40365176297363703,-0.42443245134644525,-0.12182487860287552,-0.1979443432200695,-0.26232014383079266,-0.2566651799234344
12,12838809,0,114696,6,11,8.5,8.5,2.5,5,6,5.5,5.5,0.5,0,6,3,3,3,6,11,8.5,8.5,2.5,-1,6,2.5,2.5,3.5,11,5,6,11,-1,34,54,18,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,Food/beverages,0.14705882352941177,0.17647058823529413,0.3235294117647059,-0.38841341322684214,-0.2681924256322005,-0.24511323399395465,-0.3913969919131648,-0.19402503924434622,-0.22721127751447415,-0.40361364088734314,-0.42507441505810284,-0.11989077853347153,-0.18499671822238567,-0.17767720986515917,-0.2306741783961814
12,3946650,0,1672,0,2,0.5,0,0.7637626158259734,0,2,0.3333333333333333,0,0.74535599249993,0,1,0.16666666666666669,0,0.372677996249965,0,2,0.3333333333333333,0,0.74535599249993,-1,2,0.16666666666666669,0,0.8975274678557507,2,2,0,2,2,6,83,13,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Food/beverages,0.3333333333333333,0,0.3333333333333333,-0.3984937855780886,-0.27747667291079287,-0.2715433324645413,-0.40219078491618826,-0.19402521345531143,-0.22721127751447415,-0.40365176297363703,-0.4239471186831751,-0.12021076451733018,-0.1707958800619453,-0.26232014383079266,-0.22998985789939752
13,158159,18,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,1,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Record label,0,0,0,-0.40648229166310457,-0.2921918566947842,-0.2715433324645413,-0.41074466349135746,-0.19402568856287253,-0.22706815906236438,-0.4036693475770032,-0.4268715804820789,-0.12224973435871096,-0.1979443432200695,-0.26232014383079266,-0.2566651799234344
16,1045111,0,34768,0,510,17.89090909090909,2,81.85012305811213,0,247,6.9818181818181815,1,33.76361188622014,0,310,8.436363636363637,0,43.46148290000893,0,427,16.2,2,72.64819337051681,-246,140,-1.4545454545454546,0,38.23412002236088,0,0,0,0,0,40,49,11,0,16,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Community,0,0,0,-0.40648229166310457,-0.2921918566947842,-0.2715433324645413,-0.41074466349135746,-0.1940254096918546,-0.22721127751447415,-0.4036244036080865,-0.42532812692966976,-0.12037228717928283,-0.1979443432200695,-0.26232014383079266,-0.2566651799234344
18,34008,0,11863,0,78,31.5,31.5,27.15234796477093,0,48,17.166666666666668,12.5,18.11460429843525,0,55,14.333333333333336,0,21.42169201741284,0,76,31,31,26.57693235370353,-32,48,2.8333333333333335,0,28.92759159618297,78,23,55,76,-32,32,148,59,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Artist,0.71875,1.71875,2.375,-0.37471006308198257,-0.24962393107501582,-0.21686946090036746,-0.3769234651341605,-0.19402591555331383,-0.22721127751447415,-0.4036340991341268,-0.4224214709486347,-0.11868588076086668,-0.14683398467963577,0.2585884732913934,-0.14387491562802102
18,1169957,0,39275,0,182,98,112,74.95776588630872,0,182,98,112,74.95776588630872,0,0,0,0,0,0,182,98,112,74.95776588630872,0,182,98,112,74.95776588630872,112,112,0,112,112,2,233,111,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,30,Artist,56,0,56,-0.37210731994146323,-0.2288716287234682,-0.2715433324645413,-0.3739368635094152,-0.19402539302642663,-0.22721127751447415,-0.40362330451608386,-0.4212199293304229,-0.11803187738194114,0.18359708359098525,-0.26232014383079266,0.11822677496977195
18,884468,0,53031,136,136,136,136,0,136,136,136,136,0,0,0,0,0,0,136,136,136,136,0,136,136,136,136,0,136,136,0,136,136,1,72,34,0,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,119,Artist,136,0,136,-0.37070688848443684,-0.22629197164519674,-0.2715433324645413,-0.3724373189752099,-0.19402543433941705,-0.22721127751447415,-0.4036205967938119,-0.42432074433346845,-0.11925065381071037,0.2663526488210551,-0.26232014383079266,0.19954008316462993
20,599762,0,277547,0,1154,78.28571428571429,33,144.40464093038753,0,1154,54.08270676691729,12,140.8670276373438,0,224,16.68421052631579,0,37.12575022325999,0,1154,76.45112781954887,31,143.4061725250238,-135,1154,37.3984962406015,7,148.62987990557696,19,19,0,19,19,8,190,55,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Media/news/publishing,2.375,0,2.375,-0.3846989694272157,-0.2520660075415544,-0.2715433324645413,-0.3874196648762747,-0.1940254917083995,-0.22721127751447415,-0.40360567232661876,-0.4217604341208953,-0.11875817309373748,-0.08315351400121654,-0.26232014383079266,-0.14387491562802102
20,599762,0,277547,0,1154,78.28571428571429,33,144.40464093038753,0,1154,54.08270676691729,12,140.8670276373438,0,224,16.68421052631579,0,37.12575022325999,0,1154,76.45112781954887,31,143.4061725250238,-135,1154,37.3984962406015,7,148.62987990557696,52,0,52,52,-52,45,100,566,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,Media/news/publishing,0,1.1555555555555554,1.1555555555555554,-0.37761250617294567,-0.2921918566947842,-0.2176173039256081,-0.37983166962918796,-0.1940254917083995,-0.22721127751447415,-0.40360567232661876,-0.4234565095863713,-0.11633245435859937,-0.1979443432200695,0.1376940435327003,-0.1854478788506908
20,10461783,938,1204131,0,1209,202.74074074074073,69.5,270.17588134160053,0,946,128.64814814814815,51.5,193.6334985373913,0,668,59.592592592592595,0,137.49067557858694,0,981,190.88888888888889,69,244.5582310924368,-579,905,69.05555555555556,30.5,237.3778373275841,274,158,116,265,42,29,101,132,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17,Media/news/publishing,5.448275862068965,4,9.137931034482758,-0.36564021247405015,-0.22429724301852103,-0.20686165839450787,-0.36727113789651233,-0.19402506948207465,-0.22687857596986996,-0.40359243930089794,-0.42343028316884784,-0.11785180869209073,-0.02205693964746449,0.5759055777200724,-0.04188773688923018
20,4377561,27,1508006,0,2077,145.02057613168725,65,258.24206987788045,0,1390,81.88065843621399,30,161.91777036018686,0,1877,55.23868312757202,0,177.08385584676552,0,1877,139.74074074074073,64,244.47598000846097,-1677,1390,26.641975308641978,14,225.39603784435417,68,68,0,68,68,22,62,18,0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,Media/news/publishing,3.090909090909091,0,3.090909090909091,-0.37569419114259495,-0.23547880513072664,-0.2715433324645413,-0.37777758922117266,-0.19402519815143102,-0.2270493111925419,-0.4035904101454556,-0.4247129168084943,-0.11989077853347153,-0.06499944136231944,-0.26232014383079266,-0.12603723064122208
20,6142736,0,806252,0,2145,276.9611111111111,190,286.6058339308708,0,1931,170.6611111111111,109.5,227.4279657358906,0,805,66.17777777777778,0,127.07146526246802,0,1931,267.6388888888889,186.5,267.7545053856629,-558,1931,104.48333333333332,71.5,272.66437397161616,59,7,52,58,-45,39,138,56,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Media/news/publishing,0.1794871794871795,1.3333333333333333,1.4871794871794872,-0.37671046334219976,-0.26433911485900713,-0.2176173039256081,-0.37899664779861436,-0.19402514811865706,-0.22721127751447415,-0.4035960562777271,-0.4226064036154832,-0.11873962706583974,-0.18236582112937852,0.1789686159930807,-0.1721788522009119
20,971274,0,329530,0,2160,125.30456852791878,13,369.44956811470735,0,2160,108.06091370558376,9,350.5131211041467,0,880,16.598984771573605,0,88.19433202884977,0,2160,122.98984771573603,12,365.2091812781061,-703,2160,91.46192893401016,6,353.21915490702594,13,13,0,13,13,8,121,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Media/news/publishing,1.625,0,1.625,-0.38729251401925885,-0.25684343212103566,-0.2715433324645413,-0.3901967630324914,-0.19402542051274935,-0.22721127751447415,-0.40360412427309267,-0.42295366396620937,-0.12182487860287552,-0.10686997446446914,-0.26232014383079266,-0.16717804761169214
20,971274,0,329530,0,2160,125.30456852791878,13,369.44956811470735,0,2160,108.06091370558376,9,350.5131211041467,0,880,16.598984771573605,0,88.19433202884977,0,2160,122.98984771573603,12,365.2091812781061,-703,2160,91.46192893401016,6,353.21915490702594,5,5,0,5,5,4,149,15,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,Media/news/publishing,1.25,0,1.25,-0.3934535994024654,-0.2681924256322005,-0.2715433324645413,-0.3967938884146765,-0.19402542051274935,-0.22721127751447415,-0.40360412427309267,-0.42240366513076594,-0.12007084722332194,-0.1214171237408342,-0.26232014383079266,-0.1814716703931588
21,4227754,1,78635,1,30,6.923076923076923,3.5,6.894384989155903,0,30,5.8076923076923075,3,6.928309988008682,0,11,1,0,2.4019223070763074,1,30,6.923076923076923,3.5,6.894384989155903,-5,30,4.8076923076923075,3,7.666205714639518,12,12,0,12,12,22,146,30,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Cars,0.5454545454545454,0,0.5454545454545454,-0.3878313865520028,-0.25783605931203774,-0.2715433324645413,-0.3907737733224668,-0.19402520329397363,-0.22717758615518024,-0.40361704458406183,-0.4224574439264284,-0.11937781853487606,-0.15686351910444724,-0.26232014383079266,-0.2163003089576497
22,256383,0,25193,0,6,1.7647058823529411,2,1.7996539459739243,0,6,0.8235294117647057,0,1.5429267116004708,0,5,0.7647058823529411,0,1.3516617991854183,0,6,1.7647058823529411,2,1.7996539459739243,-5,6,0.058823529411764705,0,2.2352941176470593,2,2,0,2,2,17,0,2,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Clothing,0.11764705882352941,0,0.11764705882352941,-0.3984937855780886,-0.27747667291079287,-0.2715433324645413,-0.40219078491618826,-0.19402561722041123,-0.22721127751447415,-0.40362730825357596,-0.43574177508727174,-0.12182487860287552,-0.18744801638505265,-0.26232014383079266,-0.2463517821902803
24,90442,0,6802,0,44,17.6,18,14.97464523786791,0,44,16.2,18,16.17899873292535,0,5,1,0,2,0,44,17.6,18,14.97464523786791,-5,44,15.200000000000001,18,17.267310155319507,7,0,5,7,-5,49,126,3,0,21,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Musician/band,0,0.10204081632653061,0.14285714285714285,-0.39136173313623496,-0.2921918566947842,-0.24720696768927466,-0.39455397398682235,-0.19402577110260952,-0.22721127751447415,-0.40363911404235503,-0.4228467435759584,-0.12152343864691462,-0.1979443432200695,-0.21171542492432133,-0.24428348068086417
24,1003483,0,34643,22,379,128.75,57,145.87387531700116,22,77,42.75,36,20.59581268122237,0,118,29.5,0,51.09549882328188,22,332,117,57,125.74776339959293,-83,77,13.25,29.5,59.09473326786407,22,22,0,22,22,10,53,2,0,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,Musician/band,2.2,0,2.2,-0.3836826972276109,-0.250193988914718,-0.2715433324645413,-0.3863314677963419,-0.19402541569470888,-0.22721127751447415,-0.40362443608499515,-0.4251232597284488,-0.12182487860287552,-0.08817818143518906,-0.26232014383079266,-0.14881201358027832
24,4152371,0,548165,175,1139,445.7272727272727,308,306.3198242209338,36,758,303.54545454545456,286,211.89764408847952,0,540,142.18181818181822,77,171.44827907183617,171,1103,435.27272727272725,308,299.9503264660791,-133,758,161.36363636363637,83,234.0051564028889,545,286,259,524,27,29,22,521,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,109,Musician/band,9.862068965517242,8.931034482758621,18.06896551724138,-0.36065310282314106,-0.21638684178083561,-0.19601602040305038,-0.3619773697347151,-0.1940252059510456,-0.22721127751447415,-0.40359953531525566,-0.42739521538668307,-0.11641910065869811,0.027153449683073705,0.9333054487713367,0.01669390395128858
26,5801230,0,569630,0,1173,134.07142857142858,60.5,239.8712345898805,0,1173,134.07142857142858,60.5,239.8712345898805,0,0,0,0,0,0,1173,134.07142857142858,60.5,239.8712345898805,0,1173,134.07142857142858,60.5,239.8712345898805,41,41,0,41,41,1,155,3,0,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,56,News/media website,41,0,41,-0.37930400793424285,-0.24212824833704436,-0.2715433324645413,-0.3816428844573221,-0.194025156566326,-0.22721127751447415,-0.40359918895634883,-0.4222992611672152,-0.12152343864691462,0.1547783171264984,-0.26232014383079266,0.08991025954500648
26,833007,0,12743,0,215,33.642857142857146,7.5,57.46502929466524,0,215,28.642857142857146,5.5,59.0079984201381,0,14,2.857142857142857,0,4.372922247146849,0,215,33,7.5,57.54873710914205,-7,215,25.785714285714285,4,60.34682921180174,113,113,0,113,113,16,15,15,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,64,News/media website,7.0625,0,7.0625,-0.37204325387415754,-0.22875361617585432,-0.2715433324645413,-0.37386826327869743,-0.19402544319232806,-0.22721127751447415,-0.4036334539307936,-0.4283612552388256,-0.12007084722332194,-9.73726476656412e-4,-0.26232014383079266,-0.06312735053321536
26,3446583,0,92639,0,547,95.73214285714286,60,104.4539356899607,0,547,61.05357142857143,29.5,96.19946161916046,0,397,30,0,63.4048781359019,0,547,93.78571428571428,59.5,103.60876174438184,-354,547,31.05357142857143,14.5,124.2995258643493,53,53,0,53,53,7,124,27,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,News/media website,7.571428571428571,0,7.571428571428571,-0.37747658723243344,-0.2387620580642179,-0.2715433324645413,-0.379686131264338,-0.19402523346434364,-0.22721127751447415,-0.4036155667312029,-0.4228889977940361,-0.11948446880553383,0.004802710207394384,-0.26232014383079266,-0.05745158510218382
26,1040910,0,1595,0,24,5.666666666666668,2.5,8.41955396021006,0,24,5.666666666666668,2.5,8.41955396021006,0,0,0,0,0,0,24,5.666666666666668,2.5,8.41955396021006,0,24,5.666666666666668,2.5,8.41955396021006,4,4,0,4,4,4,64,1,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,News/media website,1,0,1,-0.39477934177846213,-0.27063450209873907,-0.2715433324645413,-0.39821345787929807,-0.19402541028669845,-0.22721127751447415,-0.40365218784861817,-0.42462972379259684,-0.12224973435871096,-0.13253227032232762,-0.26232014383079266,-0.19239310313425972
28,340903,0,15691,0,35,7.523809523809525,4,9.708214722933148,0,35,6.666666666666668,2,9.696996753209008,0,5,0.7142857142857143,0,1.4190156595953656,0,35,7.0476190476190474,3,9.12075701993974,-2,35,5.9523809523809526,2,9.819689600739693,4,1,3,3,-2,48,34,39,0,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Author,0.020833333333333332,0.0625,0.0625,-0.39477934177846213,-0.28290760941619186,-0.2527141504021499,-0.3999508704883341,-0.1940255751410898,-0.22721127751447415,-0.40363157752320017,-0.42627758130855675,-0.11911073651670213,-0.1959985078254636,-0.2307456935377869,-0.25104376147439317
28,340903,0,15691,0,35,7.523809523809525,4,9.708214722933148,0,35,6.666666666666668,2,9.696996753209008,0,5,0.7142857142857143,0,1.4190156595953656,0,35,7.0476190476190474,3,9.12075701993974,-2,35,5.9523809523809526,2,9.819689600739693,2,2,0,2,2,11,34,58,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Author,0.18181818181818182,0,0.18181818181818182,-0.3984937855780886,-0.27747667291079287,-0.2715433324645413,-0.40219078491618826,-0.1940255751410898,-0.22721127751447415,-0.40363157752320017,-0.42627758130855675,-0.11870349164972722,-0.18217950384638104,-0.26232014383079266,-0.24117508884531344
34,5093610,0,53479,0,469,67.34482758620689,22,109.20031446906499,0,469,60.55172413793103,21,110.00864737386487,0,61,6.793103448275862,0,16.20212695774279,0,469,67,22,109.14463671723834,-38,469,53.75862068965518,13,113.15526567430099,52,52,0,52,52,13,352,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,Website,4,0,4,-0.37761250617294567,-0.23901242680251236,-0.2715433324645413,-0.37983166962918796,-0.19402517577775905,-0.22721127751447415,-0.403620520938316,-0.4201254726810879,-0.12182487860287552,-0.04606221341398245,-0.26232014383079266,-0.10743003910989182
34,5093610,0,53479,0,469,67.34482758620689,22,109.20031446906499,0,469,60.55172413793103,21,110.00864737386487,0,61,6.793103448275862,0,16.20212695774279,0,469,67,22,109.14463671723834,-38,469,53.75862068965518,13,113.15526567430099,13,13,0,13,13,1,200,1,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,Website,13,0,13,-0.38729251401925885,-0.25684343212103566,-0.2715433324645413,-0.3901967630324914,-0.19402517577775905,-0.22721127751447415,-0.403620520938316,-0.42162459037021344,-0.12224973435871096,0.05110263448913882,-0.26232014383079266,-0.011958572009305987
36,175201,0,54849,0,491,92.89473684210526,51,110.09607992296743,0,194,56.842105263157904,39,54.34612575926229,0,350,30.842105263157897,0,82.2910516065704,0,435,87.05263157894737,51,98.36744951788542,-209,194,26,19,85.81129848317424,19,19,0,19,19,4,28,123,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,14,Political party,4.75,0,4.75,-0.3846989694272157,-0.2520660075415544,-0.2715433324645413,-0.3874196648762747,-0.1940256734498261,-0.22721127751447415,-0.4036202928515987,-0.4267781687977935,-0.11792522711128336,-0.03287292458850009,-0.26232014383079266,-0.09447061210149825
38,692037,0,2655,48,48,48,48,0,6,6,6,6,0,42,42,42,42,0,47,47,47,47,0,-36,-36,-36,-36,0,48,6,42,47,-36,38,117,116,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,Entertainer,0.15789473684210525,1.105263157894737,1.236842105263158,-0.37818310872665956,-0.26612767939962806,-0.2204572689720295,-0.3806031989101414,-0.19402547057362998,-0.22721127751447415,-0.40364759516661974,-0.4230424041783755,-0.11798611363619699,-0.18410942127296676,0.12539854319875993,-0.18201551363222054
38,103539,0,2888,1,45,12,6,14.72165998545248,1,40,8,4,10.651504375183135,0,37,4,0,10.50540986176343,1,42,11.727272727272728,6,14.123422898864328,-29,40,4,4,15.195693169746844,40,40,0,40,40,18,126,17,0,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,Entertainer,2.2222222222222223,0,2.2222222222222223,-0.37947923211424606,-0.24245101907599173,-0.2715433324645413,-0.38183050982096706,-0.19402575112984632,-0.22721127751447415,-0.4036468369117837,-0.4228467435759584,-0.1199474314234474,-0.08752510150565919,-0.26232014383079266,-0.14817031547286885
40,3337470,27805,11736,0,9,2.6666666666666665,0,3.4318767136623336,0,9,2.6666666666666665,0,3.4318767136623336,0,0,0,0,0,0,9,2.6666666666666665,0,3.4318767136623336,0,9,2.6666666666666665,0,3.4318767136623336,0,0,0,0,0,1,493,4,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Non-profit organization,0,0,0,-0.40648229166310457,-0.2921918566947842,-0.2715433324645413,-0.41074466349135746,-0.19402523821543496,-0.22671388831827186,-0.4036341961812183,-0.4192308745962979,-0.12128962365209116,-0.1979443432200695,-0.26232014383079266,-0.2566651799234344
42,8078774,1,1226888,0,1586,360.74285714285713,276,338.56793729363284,0,1586,278.34285714285716,190,289.75279541184693,0,653,82.4,0,171.57142619245866,0,1586,350.22857142857146,257,327.9296166395889,-402,1586,195.94285714285715,128,334.90091864030836,299,299,0,299,299,16,81,314,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,29,Tv channel,18.6875,0,18.6875,-0.36500751345755733,-0.21579346916151795,-0.2715433324645413,-0.36633458068904606,-0.1940251076571966,-0.22717758615518024,-0.4035922704730823,-0.4240112653978687,-0.1169483508754468,0.08327576508123559,-0.26232014383079266,0.019653847966988214
42,2975849,0,41533,0,34,10.3,8,9.731906288081488,0,34,9.450000000000001,7,9.851268953794733,0,10,0.75,0,2.384848003542364,0,34,10.200000000000001,8,9.713907555664713,-4,34,8.700000000000001,7,10.43599540053559,15,15,0,15,15,22,223,2,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tv channel,0.6818181818181818,0,0.6818181818181818,-0.3863215469606117,-0.2550548675804148,-0.2715433324645413,-0.38915707748531064,-0.1940252551525795,-0.22721127751447415,-0.40362280046226223,-0.42133619059574434,-0.12182487860287552,-0.1488838660309598,-0.26232014383079266,-0.20845972460723594
44,8580,0,589,0,3,0.3636363636363637,0,0.8813963377120598,0,3,0.3636363636363637,0,0.8813963377120598,0,0,0,0,0,0,3,0.3636363636363637,0,0.8813963377120598,0,3,0.3636363636363637,0,0.8813963377120598,0,0,0,0,0,5,101,2,0,19,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Entertainment website,0,0,0,-0.40648229166310457,-0.2921918566947842,-0.2715433324645413,-0.41074466349135746,-0.19402611892772292,-0.22721127751447415,-0.4036611612326375,-0.42343028316884784,-0.12182487860287552,-0.1979443432200695,-0.26232014383079266,-0.2566651799234344
45,2853248,0,40478,0,15,3.9444444444444446,3,3.7560650541967493,0,13,2.6388888888888893,1,3.3011174688595792,0,8,0.75,0,1.7057907908715602,0,14,3.9166666666666665,3,3.6770685788183686,-7,13,1.8888888888888888,1,4.039924213932855,1,0,1,1,-1,39,90,2,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Shopping/retail,0,0.02564102564102564,0.02564102564102564,-0.4014421054874813,-0.2921918566947842,-0.26212874143334564,-0.40534776698984576,-0.19402526136592382,-0.22721127751447415,-0.40362303246800463,-0.4237340482093723,-0.12182487860287552,-0.1979443432200695,-0.24913415032227537,-0.25431758601475635
